v362_id,region,cadena_productiva,tipo_empresa,tecnologias,nivel_adopcion
52,Valparaíso,Experiencias creativas,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
52,Valparaíso,Experiencias creativas,Empresa,vfx_visual_effects,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
53,Valparaíso,Servicios creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
53,Valparaíso,Servicios creativos,Empresa,reconocimiento_facial,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
68,Valparaíso,Contenidos creativos,Profesional independiente,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
71,Valparaíso,Servicios creativos,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
71,Valparaíso,Servicios creativos,Empresa,inteligencia_artificial_ia,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
71,Valparaíso,Servicios creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
71,Valparaíso,Servicios creativos,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
74,Valparaíso,Contenidos creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
74,Valparaíso,Contenidos creativos,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
74,Valparaíso,Contenidos creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
84,Valparaíso,Contenidos creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
84,Valparaíso,Contenidos creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
84,Valparaíso,Contenidos creativos,Empresa,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
84,Valparaíso,Contenidos creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
84,Valparaíso,Contenidos creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
84,Valparaíso,Contenidos creativos,Empresa,vfx_visual_effects,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
92,Valparaíso,Servicios creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
92,Valparaíso,Servicios creativos,Empresa,impresion_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
92,Valparaíso,Servicios creativos,Empresa,inteligencia_artificial_ia,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
92,Valparaíso,Servicios creativos,Empresa,mocap_motion_capture,EARLY ADOPTER (adoptan tecnologías en fase inicial)
92,Valparaíso,Servicios creativos,Empresa,realidad_aumentada_ar,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
92,Valparaíso,Servicios creativos,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
92,Valparaíso,Servicios creativos,Empresa,reconocimiento_facial,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
92,Valparaíso,Servicios creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
92,Valparaíso,Servicios creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
103,Valparaíso,Contenidos creativos,Profesional independiente,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
103,Valparaíso,Contenidos creativos,Profesional independiente,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
103,Valparaíso,Contenidos creativos,Profesional independiente,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
113,Valparaíso,Bienes creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
113,Valparaíso,Bienes creativos,Empresa,impresion_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
113,Valparaíso,Bienes creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
113,Valparaíso,Bienes creativos,Empresa,machine_learning,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
113,Valparaíso,Bienes creativos,Empresa,mocap_motion_capture,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
113,Valparaíso,Bienes creativos,Empresa,physical_computing,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
113,Valparaíso,Bienes creativos,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
113,Valparaíso,Bienes creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
113,Valparaíso,Bienes creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
113,Valparaíso,Bienes creativos,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
113,Valparaíso,Bienes creativos,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
113,Valparaíso,Bienes creativos,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
113,Valparaíso,Bienes creativos,Empresa,icfvx_in_camera_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
114,Valparaíso,Servicios creativos,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
117,Valparaíso,Servicios creativos,Profesional independiente,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
117,Valparaíso,Servicios creativos,Profesional independiente,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
117,Valparaíso,Servicios creativos,Profesional independiente,mocap_motion_capture,EARLY ADOPTER (adoptan tecnologías en fase inicial)
117,Valparaíso,Servicios creativos,Profesional independiente,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
117,Valparaíso,Servicios creativos,Profesional independiente,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
120,Valparaíso,Bienes creativos,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
120,Valparaíso,Bienes creativos,Empresa,inteligencia_artificial_ia,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
120,Valparaíso,Bienes creativos,Empresa,realidad_virtual_vr,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
126,Valparaíso,Bienes creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
126,Valparaíso,Bienes creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
126,Valparaíso,Bienes creativos,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
126,Valparaíso,Bienes creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
126,Valparaíso,Bienes creativos,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
131,Valparaíso,Servicios creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
131,Valparaíso,Servicios creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
131,Valparaíso,Servicios creativos,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
131,Valparaíso,Servicios creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
131,Valparaíso,Servicios creativos,Empresa,reconocimiento_facial,EARLY ADOPTER (adoptan tecnologías en fase inicial)
135,Valparaíso,Servicios creativos,Empresa,inteligencia_artificial_ia,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
135,Valparaíso,Servicios creativos,Empresa,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
135,Valparaíso,Servicios creativos,Empresa,sonido_inmersivo,EARLY ADOPTER (adoptan tecnologías en fase inicial)
2,RM,Servicios creativos,Profesional independiente,creacion_de_entornos_virtuales,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
2,RM,Servicios creativos,Profesional independiente,hologramas,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
2,RM,Servicios creativos,Profesional independiente,impresion_3d,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
2,RM,Servicios creativos,Profesional independiente,realidad_aumentada_ar,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
2,RM,Servicios creativos,Profesional independiente,realidad_virtual_vr,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
2,RM,Servicios creativos,Profesional independiente,software_de_3d,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
2,RM,Servicios creativos,Profesional independiente,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
2,RM,Servicios creativos,Profesional independiente,vfx_visual_effects,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
3,RM,Servicios creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
3,RM,Servicios creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
3,RM,Servicios creativos,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
3,RM,Servicios creativos,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
5,RM,Contenidos creativos,Profesional independiente,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
5,RM,Contenidos creativos,Profesional independiente,hologramas,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
5,RM,Contenidos creativos,Profesional independiente,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
5,RM,Contenidos creativos,Profesional independiente,mocap_motion_capture,EARLY ADOPTER (adoptan tecnologías en fase inicial)
5,RM,Contenidos creativos,Profesional independiente,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
5,RM,Contenidos creativos,Profesional independiente,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
5,RM,Contenidos creativos,Profesional independiente,reconocimiento_facial,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
5,RM,Contenidos creativos,Profesional independiente,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
5,RM,Contenidos creativos,Profesional independiente,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
7,RM,Servicios creativos,Empresa,inteligencia_artificial_ia,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
7,RM,Servicios creativos,Empresa,machine_learning,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
7,RM,Servicios creativos,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
13,RM,Servicios creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
13,RM,Servicios creativos,Empresa,impresion_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
13,RM,Servicios creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
13,RM,Servicios creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
13,RM,Servicios creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
14,RM,Servicios creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
14,RM,Servicios creativos,Empresa,machine_learning,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
14,RM,Servicios creativos,Empresa,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
15,RM,Contenidos creativos,Profesional independiente,impresion_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
15,RM,Contenidos creativos,Profesional independiente,machine_learning,EARLY ADOPTER (adoptan tecnologías en fase inicial)
15,RM,Contenidos creativos,Profesional independiente,physical_computing,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
16,RM,Contenidos creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
16,RM,Contenidos creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
16,RM,Contenidos creativos,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
16,RM,Contenidos creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
16,RM,Contenidos creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
16,RM,Contenidos creativos,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
17,RM,Bienes creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
18,RM,Servicios creativos,Empresa,hologramas,EARLY ADOPTER (adoptan tecnologías en fase inicial)
18,RM,Servicios creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
18,RM,Servicios creativos,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
18,RM,Servicios creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
18,RM,Servicios creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
19,RM,Servicios creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
19,RM,Servicios creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
19,RM,Servicios creativos,Empresa,machine_learning,EARLY ADOPTER (adoptan tecnologías en fase inicial)
19,RM,Servicios creativos,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
19,RM,Servicios creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
19,RM,Servicios creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
24,RM,Bienes creativos,Profesional independiente,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
25,RM,Contenidos creativos,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
25,RM,Contenidos creativos,Empresa,inteligencia_artificial_ia,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
25,RM,Contenidos creativos,Empresa,software_de_3d,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
25,RM,Contenidos creativos,Empresa,vfx_visual_effects,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
25,RM,Contenidos creativos,Empresa,icfvx_in_camera_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
26,RM,Contenidos creativos,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
26,RM,Contenidos creativos,Empresa,mocap_motion_capture,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
26,RM,Contenidos creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
26,RM,Contenidos creativos,Empresa,sonido_inmersivo,EARLY ADOPTER (adoptan tecnologías en fase inicial)
26,RM,Contenidos creativos,Empresa,vfx_visual_effects,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
26,RM,Contenidos creativos,Empresa,icfvx_in_camera_visual_effects,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
28,RM,Contenidos creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
28,RM,Contenidos creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
29,RM,Servicios creativos,Empresa,mocap_motion_capture,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
29,RM,Servicios creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
29,RM,Servicios creativos,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
29,RM,Servicios creativos,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
33,RM,Servicios creativos,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
33,RM,Servicios creativos,Empresa,impresion_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
33,RM,Servicios creativos,Empresa,mocap_motion_capture,EARLY ADOPTER (adoptan tecnologías en fase inicial)
33,RM,Servicios creativos,Empresa,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
33,RM,Servicios creativos,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
33,RM,Servicios creativos,Empresa,reconocimiento_facial,EARLY ADOPTER (adoptan tecnologías en fase inicial)
33,RM,Servicios creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
33,RM,Servicios creativos,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
33,RM,Servicios creativos,Empresa,icfvx_in_camera_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
36,RM,Contenidos creativos,Empresa,sonido_inmersivo,EARLY ADOPTER (adoptan tecnologías en fase inicial)
36,RM,Contenidos creativos,Empresa,vfx_visual_effects,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
38,RM,Contenidos creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
38,RM,Contenidos creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
38,RM,Contenidos creativos,Empresa,vfx_visual_effects,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
42,RM,Bienes creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
42,RM,Bienes creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
45,RM,Contenidos creativos,Profesional independiente,impresion_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
45,RM,Contenidos creativos,Profesional independiente,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
45,RM,Contenidos creativos,Profesional independiente,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
46,RM,Bienes creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
46,RM,Bienes creativos,Empresa,impresion_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
46,RM,Bienes creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
46,RM,Bienes creativos,Empresa,mocap_motion_capture,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
46,RM,Bienes creativos,Empresa,realidad_aumentada_ar,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
46,RM,Bienes creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
46,RM,Bienes creativos,Empresa,reconocimiento_facial,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
46,RM,Bienes creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
46,RM,Bienes creativos,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
47,RM,Experiencias creativas,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
47,RM,Experiencias creativas,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
47,RM,Experiencias creativas,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
48,RM,Experiencias creativas,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
48,RM,Experiencias creativas,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
